,movie,chapter,character,dialog,gender,releaseYear,processed_tokens,processed_text,preprocessed_tokens,preprocessed_text
6454,Harry Potter and the Chamber of Secrets,"chance. We're stronger, quicker and smarter.",harry potter,we've got to talk to hagrid ron i can't believe it's him but if he did set the monster loose last time he'll know how to get inside the chamber of secrets and that's a start,male,2002,"['get', 'talk', 'hagrid', 'ron', 'I', 'not', 'believe', 'set', 'monster', 'loose', 'last', 'time', 'know', 'get', 'inside', 'chamber', 'secret', 'start']",get talk hagrid ron I not believe set monster loose last time know get inside chamber secret start,"['get', 'talk', 'hagrid', 'ron', 'I', 'not', 'believe', 'set', 'monster', 'loose', 'last', 'time', 'know', 'get', 'inside', 'chamber', 'secret', 'start']",get talk hagrid ron I not believe set monster loose last time know get inside chamber secret start
6455,Harry Potter and the Chamber of Secrets,"chance. We're stronger, quicker and smarter.",ron weasley,but you heard mcgonagall! we're not allowed to leave the tower except for class,male,2002,"['hear', 'mcgonagall', '!', 'not', 'allow', 'leave', 'tower', 'except', 'class']",hear mcgonagall ! not allow leave tower except class,"['hear', 'mcgonagall', '!', 'not', 'allow', 'leave', 'tower', 'except', 'class']",hear mcgonagall ! not allow leave tower except class
6456,Harry Potter and the Chamber of Secrets,"chance. We're stronger, quicker and smarter.",harry potter,i think it's time to get my dad's old cloak out again,male,2002,"['I', 'think', 'time', 'get', 'dad', ""'s"", 'old', 'cloak']",I think time get dad 's old cloak,"['I', 'think', 'time', 'get', 'dad', ""'s"", 'old', 'cloak']",I think time get dad 's old cloak
6457,Harry Potter and the Chamber of Secrets,Cornelius Fudge,rubeus hagrid,who's there hello hello,male,2002,"['hello', 'hello']",hello hello,"['hello', 'hello']",hello hello
6458,Harry Potter and the Chamber of Secrets,Cornelius Fudge,harry potter,what's that for,male,2002,[],,[],
6459,Harry Potter and the Chamber of Secrets,Cornelius Fudge,rubeus hagrid,oh nothing i i was expecting ah it doesn't matter come on ini just made a pot o' tea,male,2002,"['oh', 'nothing', 'I', 'I', 'expect', 'ah', 'not', 'matter', 'come', 'ini', 'make', 'pot', ""'"", 'tea']",oh nothing I I expect ah not matter come ini make pot ' tea,"['oh', 'nothing', 'I', 'I', 'expect', 'ah', 'not', 'matter', 'come', 'ini', 'make', 'pot', ""'"", 'tea']",oh nothing I I expect ah not matter come ini make pot ' tea
6460,Harry Potter and the Chamber of Secrets,Cornelius Fudge,harry potter,hagrid are you okay,male,2002,"['hagrid', 'okay']",hagrid okay,"['hagrid', 'okay']",hagrid okay
6461,Harry Potter and the Chamber of Secrets,Cornelius Fudge,rubeus hagrid,i'm fine! i'm alright,male,2002,"['I', 'fine', '!', 'I', 'alright']",I fine ! I alright,"['I', 'fine', '!', 'I', 'alright']",I fine ! I alright
6462,Harry Potter and the Chamber of Secrets,Cornelius Fudge,harry potter,did you hear about hermione,male,2002,"['hear', 'hermione']",hear hermione,"['hear', 'hermione']",hear hermione
6463,Harry Potter and the Chamber of Secrets,Cornelius Fudge,rubeus hagrid,oh yeah i heard about that all righ',male,2002,"['oh', 'yeah', 'I', 'hear', 'righ', ""'""]",oh yeah I hear righ ',"['oh', 'yeah', 'I', 'hear', 'righ', ""'""]",oh yeah I hear righ '
6464,Harry Potter and the Chamber of Secrets,Cornelius Fudge,harry potter,look we have to ask you something do you know who's opened the chamber of secrets,male,2002,"['look', 'ask', 'something', 'know', 'open', 'chamber', 'secret']",look ask something know open chamber secret,"['look', 'ask', 'something', 'know', 'open', 'chamber', 'secret']",look ask something know open chamber secret
6465,Harry Potter and the Chamber of Secrets,Cornelius Fudge,rubeus hagrid,what you had to understand about that is  quick under the cloak don't say a word be quiet both o' you professor dumbledore sir!,male,2002,"['understand', 'quick', 'cloak', 'not', 'say', 'word', 'quiet', ""'"", 'professor', 'dumbledore', 'sir', '!']",understand quick cloak not say word quiet ' professor dumbledore sir !,"['understand', 'quick', 'cloak', 'not', 'say', 'word', 'quiet', ""'"", 'professor', 'dumbledore', 'sir', '!']",understand quick cloak not say word quiet ' professor dumbledore sir !
6466,Harry Potter and the Chamber of Secrets,Cornelius Fudge,albus dumbledore,good evening hagrid i wonder could we,male,2002,"['good', 'evening', 'hagrid', 'I', 'wonder', 'could']",good evening hagrid I wonder could,"['good', 'evening', 'hagrid', 'I', 'wonder', 'could']",good evening hagrid I wonder could
6467,Harry Potter and the Chamber of Secrets,Cornelius Fudge,rubeus hagrid,of course! come in! come in,male,2002,"['course', '!', 'come', '!', 'come']",course ! come ! come,"['course', '!', 'come', '!', 'come']",course ! come ! come
6468,Harry Potter and the Chamber of Secrets,Cornelius Fudge,ron weasley,that's dad's boss! cornelius fudge minister of magic!,male,2002,"['dad', ""'s"", 'boss', '!', 'cornelius', 'fudge', 'minister', 'magic', '!']",dad 's boss ! cornelius fudge minister magic !,"['dad', ""'s"", 'boss', '!', 'cornelius', 'fudge', 'minister', 'magic', '!']",dad 's boss ! cornelius fudge minister magic !
6469,Harry Potter and the Chamber of Secrets,Cornelius Fudge,cornelius fudge,bad business hagrid very bad business had to come three attacks on muggleborns things have gone far enough the ministry's got to act,male,2002,"['bad', 'business', 'hagrid', 'bad', 'business', 'come', 'three', 'attack', 'muggleborn', 'thing', 'go', 'far', 'enough', 'ministry', ""'s"", 'get', 'act']",bad business hagrid bad business come three attack muggleborn thing go far enough ministry 's get act,"['bad', 'business', 'hagrid', 'bad', 'business', 'come', 'three', 'attack', 'muggleborn', 'thing', 'go', 'far', 'enough', 'ministry', ""'s"", 'get', 'act']",bad business hagrid bad business come three attack muggleborn thing go far enough ministry 's get act
6470,Harry Potter and the Chamber of Secrets,Cornelius Fudge,rubeus hagrid,oh but i never you know i never professor!,male,2002,"['oh', 'I', 'never', 'know', 'I', 'never', 'professor', '!']",oh I never know I never professor !,"['oh', 'I', 'never', 'know', 'I', 'never', 'professor', '!']",oh I never know I never professor !
6471,Harry Potter and the Chamber of Secrets,Cornelius Fudge,albus dumbledore,i want it understood cornelius that hagrid has my full confidence,male,2002,"['I', 'want', 'understand', 'cornelius', 'hagrid', 'full', 'confidence']",I want understand cornelius hagrid full confidence,"['I', 'want', 'understand', 'cornelius', 'hagrid', 'full', 'confidence']",I want understand cornelius hagrid full confidence
6472,Harry Potter and the Chamber of Secrets,Cornelius Fudge,cornelius fudge,albus look hagrid's record is against him i've got to take him,male,2002,"['albus', 'look', 'hagrid', ""'s"", 'record', 'I', 'get', 'take']",albus look hagrid 's record I get take,"['albus', 'look', 'hagrid', ""'s"", 'record', 'I', 'get', 'take']",albus look hagrid 's record I get take
6473,Harry Potter and the Chamber of Secrets,Cornelius Fudge,rubeus hagrid,take me take me where not azkaban prison,male,2002,"['take', 'I', 'take', 'I', 'not', 'azkaban', 'prison']",take I take I not azkaban prison,"['take', 'I', 'take', 'I', 'not', 'azkaban', 'prison']",take I take I not azkaban prison
6474,Harry Potter and the Chamber of Secrets,Cornelius Fudge,cornelius fudge,i'm afraid we have no choice hagrid,male,2002,"['I', 'afraid', 'choice', 'hagrid']",I afraid choice hagrid,"['I', 'afraid', 'choice', 'hagrid']",I afraid choice hagrid
6475,Harry Potter and the Chamber of Secrets,Cornelius Fudge,lucius malfoy,already here fudge good,male,2002,"['already', 'fudge', 'good']",already fudge good,"['already', 'fudge', 'good']",already fudge good
6476,Harry Potter and the Chamber of Secrets,Cornelius Fudge,rubeus hagrid,what're you doin' here get outta my house!,male,2002,"['get', 'outta', 'house', '!']",get outta house !,"['get', 'outta', 'house', '!']",get outta house !
6477,Harry Potter and the Chamber of Secrets,Cornelius Fudge,lucius malfoy,believe me i take absolutely no pleasure being inside your you call this a house huh! no i simply called at the school and was told the headmaster was here,male,2002,"['believe', 'I', 'I', 'take', 'absolutely', 'pleasure', 'inside', 'call', 'house', 'huh', '!', 'I', 'simply', 'call', 'school', 'tell', 'headmaster']",believe I I take absolutely pleasure inside call house huh ! I simply call school tell headmaster,"['believe', 'I', 'I', 'take', 'absolutely', 'pleasure', 'inside', 'call', 'house', 'huh', '!', 'I', 'simply', 'call', 'school', 'tell', 'headmaster']",believe I I take absolutely pleasure inside call house huh ! I simply call school tell headmaster
6478,Harry Potter and the Chamber of Secrets,Cornelius Fudge,albus dumbledore,well what exactly is it that you want with me,male,2002,"['well', 'exactly', 'want', 'I']",well exactly want I,"['well', 'exactly', 'want', 'I']",well exactly want I
6479,Harry Potter and the Chamber of Secrets,Cornelius Fudge,lucius malfoy,the other governors and i have decided it's time for you to step aside this is an order of suspension you'll find all twelve signatures on it i'm afraid we feel you've rather lost your touch well what with all these attacks there'll be no muggleborns left at hogwarts i can only imagine what an awful loss that would be to the school,male,2002,"['governor', 'I', 'decide', 'time', 'step', 'aside', 'order', 'suspension', 'find', 'twelve', 'signature', 'I', 'afraid', 'feel', 'rather', 'lose', 'touch', 'well', 'attack', 'muggleborn', 'leave', 'hogwart', 'I', 'imagine', 'awful', 'loss', 'would', 'school']",governor I decide time step aside order suspension find twelve signature I afraid feel rather lose touch well attack muggleborn leave hogwart I imagine awful loss would school,"['governor', 'I', 'decide', 'time', 'step', 'aside', 'order', 'suspension', 'find', 'twelve', 'signature', 'I', 'afraid', 'feel', 'rather', 'lose', 'touch', 'well', 'attack', 'muggleborn', 'leave', 'hogwart', 'I', 'imagine', 'awful', 'loss', 'would', 'school']",governor I decide time step aside order suspension find twelve signature I afraid feel rather lose touch well attack muggleborn leave hogwart I imagine awful loss would school
6480,Harry Potter and the Chamber of Secrets,Cornelius Fudge,rubeus hagrid,yeh can' take professor dumbledore away take him away an' the muggleborns won' stand a chance! you mark my words there'll be killin's next!,male,2002,"['yeh', ""'"", 'take', 'professor', 'dumbledore', 'away', 'take', 'away', ""'"", 'muggleborn', 'win', ""'"", 'stand', 'chance', '!', 'mark', 'word', 'killin', ""'s"", 'next', '!']",yeh ' take professor dumbledore away take away ' muggleborn win ' stand chance ! mark word killin 's next !,"['yeh', ""'"", 'take', 'professor', 'dumbledore', 'away', 'take', 'away', ""'"", 'muggleborn', 'win', ""'"", 'stand', 'chance', '!', 'mark', 'word', 'killin', ""'s"", 'next', '!']",yeh ' take professor dumbledore away take away ' muggleborn win ' stand chance ! mark word killin 's next !
6481,Harry Potter and the Chamber of Secrets,Cornelius Fudge,lucius malfoy,you think so,male,2002,['think'],think,['think'],think
6482,Harry Potter and the Chamber of Secrets,Cornelius Fudge,albus dumbledore,calm yourself hagrid if the governors desire my removal i will of course step aside however you will find that help will always be given at hogwarts to those who ask for it,male,2002,"['calm', 'hagrid', 'governor', 'desire', 'removal', 'I', 'course', 'step', 'aside', 'however', 'find', 'help', 'always', 'give', 'hogwart', 'ask']",calm hagrid governor desire removal I course step aside however find help always give hogwart ask,"['calm', 'hagrid', 'governor', 'desire', 'removal', 'I', 'course', 'step', 'aside', 'however', 'find', 'help', 'always', 'give', 'hogwart', 'ask']",calm hagrid governor desire removal I course step aside however find help always give hogwart ask
6483,Harry Potter and the Chamber of Secrets,Cornelius Fudge,lucius malfoy,admirable sentiments shall we fudge!,male,2002,"['admirable', 'sentiment', 'shall', 'fudge', '!']",admirable sentiment shall fudge !,"['admirable', 'sentiment', 'shall', 'fudge', '!']",admirable sentiment shall fudge !
6484,Harry Potter and the Chamber of Secrets,Cornelius Fudge,cornelius fudge,come hagrid well,male,2002,"['come', 'hagrid', 'well']",come hagrid well,"['come', 'hagrid', 'well']",come hagrid well
6485,Harry Potter and the Chamber of Secrets,Cornelius Fudge,rubeus hagrid,ahem! if uh if anybody was looking for some stuff then all they'd have to do would be to follow the spiders yup! that would lead them right! that's all i have to say oh and someone'll need to feed fang while i'm away,male,2002,"['ahem', '!', 'uh', 'anybody', 'look', 'stuff', 'would', 'would', 'follow', 'spider', 'yup', '!', 'would', 'lead', 'right', '!', 'I', 'say', 'oh', ""someone'll"", 'need', 'feed', 'fang', 'I', 'away']",ahem ! uh anybody look stuff would would follow spider yup ! would lead right ! I say oh someone'll need feed fang I away,"['ahem', '!', 'uh', 'anybody', 'look', 'stuff', 'would', 'would', 'follow', 'spider', 'yup', '!', 'would', 'lead', 'right', '!', 'I', 'say', 'oh', ""someone'll"", 'need', 'feed', 'fang', 'I', 'away']",ahem ! uh anybody look stuff would would follow spider yup ! would lead right ! I say oh someone'll need feed fang I away
6486,Harry Potter and the Chamber of Secrets,Cornelius Fudge,cornelius fudge,good boy,male,2002,"['good', 'boy']",good boy,"['good', 'boy']",good boy
6487,Harry Potter and the Chamber of Secrets,Cornelius Fudge,ron weasley,hagrid's right! with dumbledore gone there'll be an attack a day!,male,2002,"['hagrid', ""'s"", 'right', '!', 'dumbledore', 'go', 'attack', 'day', '!']",hagrid 's right ! dumbledore go attack day !,"['hagrid', ""'s"", 'right', '!', 'dumbledore', 'go', 'attack', 'day', '!']",hagrid 's right ! dumbledore go attack day !
6488,Harry Potter and the Chamber of Secrets,Cornelius Fudge,harry potter,look! well come on come on fang!,male,2002,"['look', '!', 'well', 'come', 'come', 'fang', '!']",look ! well come come fang !,"['look', '!', 'well', 'come', 'come', 'fang', '!']",look ! well come come fang !
6489,Harry Potter and the Chamber of Secrets,Aragog,ron weasley,what!,male,2002,['!'],!,['!'],!
6490,Harry Potter and the Chamber of Secrets,Aragog,harry potter,you heard what hagrid said 'follow the spiders',male,2002,"['hear', 'hagrid', 'say', ""'"", 'follow', 'spider', ""'""]",hear hagrid say ' follow spider ',"['hear', 'hagrid', 'say', ""'"", 'follow', 'spider', ""'""]",hear hagrid say ' follow spider '
6491,Harry Potter and the Chamber of Secrets,Aragog,ron weasley,they're headed to the dark forest! why spiders! why couldn't it be follow the butterflies,male,2002,"['head', 'dark', 'forest', '!', 'spider', '!', 'could', 'not', 'follow', 'butterfly']",head dark forest ! spider ! could not follow butterfly,"['head', 'dark', 'forest', '!', 'spider', '!', 'could', 'not', 'follow', 'butterfly']",head dark forest ! spider ! could not follow butterfly
6492,Harry Potter and the Chamber of Secrets,Aragog,ron weasley,harry i don't like this harry i don't like this at all!,male,2002,"['harry', 'I', 'not', 'like', 'harry', 'I', 'not', 'like', '!']",harry I not like harry I not like !,"['harry', 'I', 'not', 'like', 'harry', 'I', 'not', 'like', '!']",harry I not like harry I not like !
6493,Harry Potter and the Chamber of Secrets,Aragog,harry potter,shush!,male,2002,"['shush', '!']",shush !,"['shush', '!']",shush !
6494,Harry Potter and the Chamber of Secrets,Aragog,ron weasley,can we go back now,male,2002,"['go', 'back']",go back,"['go', 'back']",go back
6495,Harry Potter and the Chamber of Secrets,Aragog,harry potter,come on!,male,2002,"['come', '!']",come !,"['come', '!']",come !
6496,Harry Potter and the Chamber of Secrets,Aragog,aragog,who is it,male,2002,[],,[],
6497,Harry Potter and the Chamber of Secrets,Aragog,harry potter,don't panic,male,2002,"['not', 'panic']",not panic,"['not', 'panic']",not panic
6498,Harry Potter and the Chamber of Secrets,Aragog,aragog,hagrid is that you,male,2002,['hagrid'],hagrid,['hagrid'],hagrid
6499,Harry Potter and the Chamber of Secrets,Aragog,harry potter,we're friends of hagrid's and you y yyou're aragog aren't you,male,2002,"['friend', 'hagrid', ""'s"", ""yyou're"", 'aragog', 'not']",friend hagrid 's yyou're aragog not,"['friend', 'hagrid', ""'s"", ""yyou're"", 'aragog', 'not']",friend hagrid 's yyou're aragog not
6500,Harry Potter and the Chamber of Secrets,Aragog,aragog,yes hagrid has never sent men into our hollow before,male,2002,"['yes', 'hagrid', 'never', 'send', 'man', 'hollow']",yes hagrid never send man hollow,"['yes', 'hagrid', 'never', 'send', 'man', 'hollow']",yes hagrid never send man hollow
6501,Harry Potter and the Chamber of Secrets,Aragog,harry potter,he's in trouble up at the school there have been attacks they think it's hagrid they think he opened the chamber of secrets like before,male,2002,"['trouble', 'school', 'attack', 'think', 'hagrid', 'think', 'open', 'chamber', 'secret', 'like']",trouble school attack think hagrid think open chamber secret like,"['trouble', 'school', 'attack', 'think', 'hagrid', 'think', 'open', 'chamber', 'secret', 'like']",trouble school attack think hagrid think open chamber secret like
6502,Harry Potter and the Chamber of Secrets,Aragog,aragog,that's a lie! hagrid never opened the chamber of secrets,male,2002,"['lie', '!', 'hagrid', 'never', 'open', 'chamber', 'secret']",lie ! hagrid never open chamber secret,"['lie', '!', 'hagrid', 'never', 'open', 'chamber', 'secret']",lie ! hagrid never open chamber secret
6503,Harry Potter and the Chamber of Secrets,Aragog,harry potter,then you're not the monster,male,2002,"['not', 'monster']",not monster,"['not', 'monster']",not monster
6504,Harry Potter and the Chamber of Secrets,Aragog,aragog,no! the monster was born in the castle i came to hagrid from a distant land in the pocket of a traveler,male,2002,"['!', 'monster', 'bear', 'castle', 'I', 'come', 'hagrid', 'distant', 'land', 'pocket', 'traveler']",! monster bear castle I come hagrid distant land pocket traveler,"['!', 'monster', 'bear', 'castle', 'I', 'come', 'hagrid', 'distant', 'land', 'pocket', 'traveler']",! monster bear castle I come hagrid distant land pocket traveler
6505,Harry Potter and the Chamber of Secrets,Aragog,ron weasley,harry,male,2002,['harry'],harry,['harry'],harry
6506,Harry Potter and the Chamber of Secrets,Aragog,harry potter,shush but if you're not the monster then then what did kill that girl fifty years ago,male,2002,"['shush', 'not', 'monster', 'kill', 'girl', 'fifty', 'year', 'ago']",shush not monster kill girl fifty year ago,"['shush', 'not', 'monster', 'kill', 'girl', 'fifty', 'year', 'ago']",shush not monster kill girl fifty year ago
6507,Harry Potter and the Chamber of Secrets,Aragog,aragog,we do not speak of it it is an ancient creature we spiders fear above all others,male,2002,"['not', 'speak', 'ancient', 'creature', 'spider', 'fear']",not speak ancient creature spider fear,"['not', 'speak', 'ancient', 'creature', 'spider', 'fear']",not speak ancient creature spider fear
6508,Harry Potter and the Chamber of Secrets,Aragog,harry potter,but have you seen it,male,2002,['see'],see,['see'],see
6509,Harry Potter and the Chamber of Secrets,Aragog,aragog,i never saw any part of the castle but the box in which hagrid kept me the girl was discovered in a bathroom when i was accused hagrid brought me here,male,2002,"['I', 'never', 'see', 'part', 'castle', 'box', 'hagrid', 'keep', 'I', 'girl', 'discover', 'bathroom', 'I', 'accuse', 'hagrid', 'bring', 'I']",I never see part castle box hagrid keep I girl discover bathroom I accuse hagrid bring I,"['I', 'never', 'see', 'part', 'castle', 'box', 'hagrid', 'keep', 'I', 'girl', 'discover', 'bathroom', 'I', 'accuse', 'hagrid', 'bring', 'I']",I never see part castle box hagrid keep I girl discover bathroom I accuse hagrid bring I
6510,Harry Potter and the Chamber of Secrets,Aragog,ron weasley,harry!,male,2002,"['harry', '!']",harry !,"['harry', '!']",harry !
6511,Harry Potter and the Chamber of Secrets,Aragog,harry potter,what,male,2002,[],,[],
6512,Harry Potter and the Chamber of Secrets,Aragog,ron weasley,ahh hhh,male,2002,"['ahh', 'hhh']",ahh hhh,"['ahh', 'hhh']",ahh hhh
6513,Harry Potter and the Chamber of Secrets,Spider attack,harry potter,well thank you we'll justgo,male,2002,"['well', 'thank', 'justgo']",well thank justgo,"['well', 'thank', 'justgo']",well thank justgo
6514,Harry Potter and the Chamber of Secrets,Spider attack,aragog,go i think not my sons and daughters do not harm hagrid on my command but i cannot deny them fresh meat when it wanders so willingly into our midst goodbye friend of hagrid,male,2002,"['go', 'I', 'think', 'not', 'son', 'daughter', 'not', 'harm', 'hagrid', 'command', 'I', 'not', 'deny', 'fresh', 'meat', 'wander', 'willingly', 'midst', 'goodbye', 'friend', 'hagrid']",go I think not son daughter not harm hagrid command I not deny fresh meat wander willingly midst goodbye friend hagrid,"['go', 'I', 'think', 'not', 'son', 'daughter', 'not', 'harm', 'hagrid', 'command', 'I', 'not', 'deny', 'fresh', 'meat', 'wander', 'willingly', 'midst', 'goodbye', 'friend', 'hagrid']",go I think not son daughter not harm hagrid command I not deny fresh meat wander willingly midst goodbye friend hagrid
6515,Harry Potter and the Chamber of Secrets,Spider attack,ron weasley,can we panic now,male,2002,['panic'],panic,['panic'],panic
6516,Harry Potter and the Chamber of Secrets,Spider attack,ron weasley,know any spells,male,2002,"['know', 'spell']",know spell,"['know', 'spell']",know spell
6517,Harry Potter and the Chamber of Secrets,Spider attack,harry potter,one but it's not powerful enough for all of them,male,2002,"['one', 'not', 'powerful', 'enough']",one not powerful enough,"['one', 'not', 'powerful', 'enough']",one not powerful enough
6518,Harry Potter and the Chamber of Secrets,Spider attack,ron weasley,where's hermione when you need her,male,2002,"['hermione', 'need']",hermione need,"['hermione', 'need']",hermione need
6519,Harry Potter and the Chamber of Secrets,Spider attack,harry potter,let's go! arania exumai! go!,male,2002,"['let', 'us', 'go', '!', 'arania', 'exumai', '!', 'go', '!']",let us go ! arania exumai ! go !,"['let', 'us', 'go', '!', 'arania', 'exumai', '!', 'go', '!']",let us go ! arania exumai ! go !
6520,Harry Potter and the Chamber of Secrets,Spider attack,harry potter,whoah!,male,2002,"['whoah', '!']",whoah !,"['whoah', '!']",whoah !
6521,Harry Potter and the Chamber of Secrets,Spider attack,ron weasley,whoah!,male,2002,"['whoah', '!']",whoah !,"['whoah', '!']",whoah !
6522,Harry Potter and the Chamber of Secrets,Spider attack,ron weasley,glad we're out of there! ah aaaah!,male,2002,"['glad', '!', 'ah', 'aaaah', '!']",glad ! ah aaaah !,"['glad', '!', 'ah', 'aaaah', '!']",glad ! ah aaaah !
6523,Harry Potter and the Chamber of Secrets,Spider attack,harry potter,arania exumai!,male,2002,"['arania', 'exumai', '!']",arania exumai !,"['arania', 'exumai', '!']",arania exumai !
6524,Harry Potter and the Chamber of Secrets,Spider attack,ron weasley,thanks for that,male,2002,['thank'],thank,['thank'],thank
6525,Harry Potter and the Chamber of Secrets,Spider attack,harry potter,don't mention it get us out of here now! come on! come on! move faster!,male,2002,"['not', 'mention', 'get', '!', 'come', '!', 'come', '!', 'move', 'fast', '!']",not mention get ! come ! come ! move fast !,"['not', 'mention', 'get', '!', 'come', '!', 'come', '!', 'move', 'fast', '!']",not mention get ! come ! come ! move fast !
6526,Harry Potter and the Chamber of Secrets,Spider attack,harry potter,aah!,male,2002,"['aah', '!']",aah !,"['aah', '!']",aah !
6527,Harry Potter and the Chamber of Secrets,Spider attack,ron weasley,aah!,male,2002,"['aah', '!']",aah !,"['aah', '!']",aah !
6528,Harry Potter and the Chamber of Secrets,Spider attack,harry potter,go on! go! get us in the air,male,2002,"['go', '!', 'go', '!', 'get', 'air']",go ! go ! get air,"['go', '!', 'go', '!', 'get', 'air']",go ! go ! get air
6529,Harry Potter and the Chamber of Secrets,Spider attack,ron weasley,the flying gear's jammed!,male,2002,"['fly', 'gear', ""'s"", 'jammed', '!']",fly gear 's jammed !,"['fly', 'gear', ""'s"", 'jammed', '!']",fly gear 's jammed !
6530,Harry Potter and the Chamber of Secrets,Spider attack,harry potter,come on! pull!,male,2002,"['come', '!', 'pull', '!']",come ! pull !,"['come', '!', 'pull', '!']",come ! pull !
6531,Harry Potter and the Chamber of Secrets,Spider attack,ron weasley,i'm trying!,male,2002,"['I', 'try', '!']",I try !,"['I', 'try', '!']",I try !
6532,Harry Potter and the Chamber of Secrets,Spider attack,ron weasley,follow the spiders! follow the spiders! if hagrid ever gets out of azkaban i'll kill him! i mean what was the point of sending us in there what have we found out,male,2002,"['follow', 'spider', '!', 'follow', 'spider', '!', 'hagrid', 'ever', 'get', 'azkaban', 'I', 'kill', '!', 'I', 'mean', 'point', 'send', 'find']",follow spider ! follow spider ! hagrid ever get azkaban I kill ! I mean point send find,"['follow', 'spider', '!', 'follow', 'spider', '!', 'hagrid', 'ever', 'get', 'azkaban', 'I', 'kill', '!', 'I', 'mean', 'point', 'send', 'find']",follow spider ! follow spider ! hagrid ever get azkaban I kill ! I mean point send find
6533,Harry Potter and the Chamber of Secrets,Spider attack,harry potter,we know one thing hagrid never opened the chamber of secrets he was innocent,male,2002,"['know', 'one', 'thing', 'hagrid', 'never', 'open', 'chamber', 'secret', 'innocent']",know one thing hagrid never open chamber secret innocent,"['know', 'one', 'thing', 'hagrid', 'never', 'open', 'chamber', 'secret', 'innocent']",know one thing hagrid never open chamber secret innocent
6534,Harry Potter and the Chamber of Secrets,Missing,harry potter,wish you were here hermione we need you now more than ever,male,2002,"['wish', 'hermione', 'need', 'ever']",wish hermione need ever,"['wish', 'hermione', 'need', 'ever']",wish hermione need ever
6535,Harry Potter and the Chamber of Secrets,Missing,ron weasley,what's that,male,2002,[],,[],
6536,Harry Potter and the Chamber of Secrets,Missing,harry potter,ron this is why hermione was in the library the day she was attacked come on!,male,2002,"['ron', 'hermione', 'library', 'day', 'attack', 'come', '!']",ron hermione library day attack come !,"['ron', 'hermione', 'library', 'day', 'attack', 'come', '!']",ron hermione library day attack come !
6537,Harry Potter and the Chamber of Secrets,Missing,harry potter,'of the many fearsome beasts that roam our land none is more deadly than the basilisk capable of living for hundreds of years instant death awaits any who meet this giant serpent's eye spiders flee before it' ron this is it the monster in the chamber of secrets is a basilisk that's why i can hear it speak it's a snake!,male,2002,"[""'"", 'many', 'fearsome', 'beast', 'roam', 'land', 'none', 'deadly', 'basilisk', 'capable', 'live', 'hundred', 'year', 'instant', 'death', 'await', 'meet', 'giant', 'serpent', ""'s"", 'eye', 'spider', 'flee', ""'"", 'ron', 'monster', 'chamber', 'secret', 'basilisk', 'I', 'hear', 'speak', 'snake', '!']",' many fearsome beast roam land none deadly basilisk capable live hundred year instant death await meet giant serpent 's eye spider flee ' ron monster chamber secret basilisk I hear speak snake !,"[""'"", 'many', 'fearsome', 'beast', 'roam', 'land', 'none', 'deadly', 'basilisk', 'capable', 'live', 'hundred', 'year', 'instant', 'death', 'await', 'meet', 'giant', 'serpent', ""'s"", 'eye', 'spider', 'flee', ""'"", 'ron', 'monster', 'chamber', 'secret', 'basilisk', 'I', 'hear', 'speak', 'snake', '!']",' many fearsome beast roam land none deadly basilisk capable live hundred year instant death await meet giant serpent 's eye spider flee ' ron monster chamber secret basilisk I hear speak snake !
6538,Harry Potter and the Chamber of Secrets,Missing,ron weasley,but if it kills by looking people in the eye why is it no one's dead,male,2002,"['kill', 'look', 'people', 'eye', 'one', ""'s"", 'dead']",kill look people eye one 's dead,"['kill', 'look', 'people', 'eye', 'one', ""'s"", 'dead']",kill look people eye one 's dead
6539,Harry Potter and the Chamber of Secrets,Missing,harry potter,because no one did look it in the eye not directly at least colin saw it through his camera justinjustin must have seen the basilisk through nearly headless nick nick got the full blast of it but he's a ghost he couldn't die again and hermionehad the mirror i bet you anything she was using it to look around corners in case it came along,male,2002,"['one', 'look', 'eye', 'not', 'directly', 'least', 'colin', 'see', 'camera', 'justinjustin', 'must', 'see', 'basilisk', 'nearly', 'headless', 'nick', 'nick', 'get', 'full', 'blast', 'ghost', 'could', 'not', 'die', 'hermionehad', 'mirror', 'I', 'bet', 'anything', 'use', 'look', 'around', 'corner', 'case', 'come', 'along']",one look eye not directly least colin see camera justinjustin must see basilisk nearly headless nick nick get full blast ghost could not die hermionehad mirror I bet anything use look around corner case come along,"['one', 'look', 'eye', 'not', 'directly', 'least', 'colin', 'see', 'camera', 'justinjustin', 'must', 'see', 'basilisk', 'nearly', 'headless', 'nick', 'nick', 'get', 'full', 'blast', 'ghost', 'could', 'not', 'die', 'hermionehad', 'mirror', 'I', 'bet', 'anything', 'use', 'look', 'around', 'corner', 'case', 'come', 'along']",one look eye not directly least colin see camera justinjustin must see basilisk nearly headless nick nick get full blast ghost could not die hermionehad mirror I bet anything use look around corner case come along
6540,Harry Potter and the Chamber of Secrets,Missing,ron weasley,and mrs norris i'm pretty sure she didn't have a camera or a mirror harry,male,2002,"['mrs', 'norris', 'I', 'pretty', 'sure', 'not', 'camera', 'mirror', 'harry']",mrs norris I pretty sure not camera mirror harry,"['mrs', 'norris', 'I', 'pretty', 'sure', 'not', 'camera', 'mirror', 'harry']",mrs norris I pretty sure not camera mirror harry
